surah;ayat;kata;huruf;cum_kata;cum_huruf
7;74;25;104;1256;4852
7;75;23;91;1279;4943
7;76;8;33;1287;4976
7;77;15;61;1302;5037
7;78;6;30;1308;5067
7;79;14;60;1322;5127
7;80;13;50;1335;5177
7;81;11;44;1346;5221
7;82;13;52;1359;5273
7;83;7;32;1366;5305
7;84;8;35;1374;5340
7;85;38;140;1412;5480
7;86;25;99;1437;5579
7;87;19;74;1456;5653
7;88;22;83;1478;5736
7;89;42;141;1520;5877
7;90;12;48;1532;5925
7;91;6;30;1538;5955
7;92;13;49;1551;6004
7;93;15;61;1566;6065
7;94;13;53;1579;6118
7;95;18;77;1597;6195
7;96;18;81;1615;6276
7;97;9;36;1624;6312
7;98;9;34;1633;6346
7;99;10;39;1643;6385
7;100;19;74;1662;6459
7;101;24;93;1686;6552
7;102;9;40;1695;6592
7;103;16;67;1711;6659
7;104;8;30;1719;6689
7;105;19;57;1738;6746
7;106;11;34;1749;6780
7;107;6;22;1755;6802
7;108;6;22;1761;6824
7;109;9;31;1770;6855
7;110;7;27;1777;6882
7;111;7;31;1784;6913
7;112;4;14;1788;6927
7;113;11;43;1799;6970
7;114;5;20;1804;6990
7;115;10;36;1814;7026
7;116;11;50;1825;7076
7;117;12;38;1837;7114
7;118;6;23;1843;7137
7;119;4;23;1847;7160
7;120;3;14;1850;7174
7;121;4;19;1854;7193
7;122;3;12;1857;7205
7;123;19;77;1876;7282
7;124;8;38;1884;7320
7;125;5;22;1889;7342
7;126;16;65;1905;7407
7;127;21;94;1926;7501
7;128;16;67;1942;7568
7;129;22;80;1964;7648
7;130;11;43;1975;7691
7;131;22;90;1997;7781
7;132;12;46;2009;7827
7;133;13;72;2022;7899
7;134;23;82;2045;7981
7;135;11;41;2056;8022
7;136;11;55;2067;8077
7;137;30;125;2097;8202
7;138;24;94;2121;8296
7;139;10;35;2131;8331
7;140;9;36;2140;8367
7;141;19;78;2159;8445
7;142;25;95;2184;8540
7;143;41;155;2225;8695
7;144;14;56;2239;8751
7;145;20;81;2259;8832
7;146;37;131;2296;8963
7;147;13;59;2309;9022
7;148;22;80;2331;9102
7;149;18;67;2349;9169
7;150;39;154;2388;9323
7;151;12;39;2400;9362
7;152;16;56;2416;9418
7;153;14;55;2430;9473
7;154;15;58;2445;9531
7;155;41;155;2486;9686
7;156;31;113;2517;9799
7;157;43;187;2560;9986
7;158;32;116;2592;10102
7;159;8;29;2600;10131
7;160;43;185;2643;10316
7;161;20;83;2663;10399
7;162;17;64;2680;10463
7;163;28;102;2708;10565
7;164;19;78;2727;10643
7;165;18;70;2745;10713
7;166;11;40;2756;10753
7;167;19;70;2775;10823
7;168;15;70;2790;10893
7;169;40;154;2830;11047
7;170;10;44;2840;11091
7;171;20;76;2860;11167
7;172;26;100;2886;11267
7;173;15;63;2901;11330
7;174;6;25;2907;11355
7;175;13;55;2920;11410
7;176;31;121;2951;11531
7;177;9;43;2960;11574
7;178;10;37;2970;11611
7;179;30;116;3000;11727
7;180;14;60;3014;11787
7;181;7;28;3021;11815
7;182;8;36;3029;11851
7;183;5;14;3034;11865
7;184;11;37;3045;11902
7;185;23;76;3068;11978
7;186;10;33;3078;12011
7;187;38;138;3116;12149
7;188;28;92;3144;12241
7;189;31;116;3175;12357
7;190;12;54;3187;12411
7;191;7;24;3194;12435
7;192;7;30;3201;12465
7;193;12;53;3213;12518
7;194;14;57;3227;12575
7;195;26;92;3253;12667
7;196;9;31;3262;12698
7;197;10;42;3272;12740
7;198;12;47;3284;12787
7;199;7;28;3291;12815
7;200;10;37;3301;12852
7;201;12;45;3313;12897
7;202;8;25;3321;12922
7;203;23;84;3344;13006
7;204;8;40;3352;13046
7;205;16;61;3368;13107
7;206;12;43;3380;13150
8;1;22;95;22;95
8;2;17;74;39;169
8;3;6;28;45;197
8;4;11;46;56;243
8;5;11;42;67;285
8;6;12;44;79;329
8;7;23;87;102;416
8;8;7;28;109;444
8;9;11;47;120;491
8;10;18;61;138;552
8;11;22;86;160;638
8;12;23;90;183;728
8;13;14;52;197;780
8;14;7;28;204;808
8;15;11;47;215;855
8;16;20;75;235;930
8;17;21;77;256;1007
8;18;7;22;263;1029
8;19;24;90;287;1119
8;20;11;49;298;1168
8;21;8;33;306;1201
8;22;11;32;317;1233
8;23;11;46;328;1279
8;24;20;81;348;1360
8;25;13;50;361;1410
8;26;19;87;380;1497
8;27;11;56;391;1553
8;28;11;44;402;1597
8;29;18;70;420;1667
8;30;16;61;436;1728
8;31;17;67;453;1795
8;32;19;67;472;1862
8;33;12;47;484;1909
8;34;21;85;505;1994
8;35;13;54;518;2048
8;36;22;85;540;2133
8;37;18;67;558;2200
8;38;16;53;574;2253
8;39;16;59;590;2312
8;40;10;41;600;2353
8;41;34;131;634;2484
8;42;35;128;669;2612
8;43;20;78;689;2690
8;44;19;73;708;2763
8;45;12;53;720;2816
8;46;13;60;733;2876
8;47;17;66;750;2942
8;48;36;123;786;3065
8;49;18;64;804;3129
8;50;13;60;817;3189
8;51;10;32;827;3221
8;52;17;67;844;3288
8;53;19;60;863;3348
8;54;17;81;880;3429
8;55;10;33;890;3462
8;56;12;39;902;3501
8;57;10;40;912;3541
8;58;14;48;926;3589
8;59;8;31;934;3620
8;60;33;122;967;3742
8;61;13;44;980;3786
8;62;12;44;992;3830
8;63;20;68;1012;3898
8;64;8;29;1020;3927
8;65;26;100;1046;4027
8;66;26;95;1072;4122
8;67;20;64;1092;4186
8;68;10;36;1102;4222
8;69;11;41;1113;4263
8;70;24;77;1137;4340
8;71;13;47;1150;4387
8;72;46;187;1196;4574
8;73;13;51;1209;4625
8;74;18;79;1227;4704
8;75;22;90;1249;4794
9;1;9;36;9;36
9;2;14;53;23;89
9;3;33;116;56;205
9;4;22;85;78;290
9;5;26;120;104;410
9;6;19;68;123;478
9;7;23;90;146;568
9;8;17;70;163;638
9;9;13;51;176;689
9;10;10;37;186;726
9;11;14;61;200;787
9;12;18;73;218;860
9;13;20;89;238;949
9;14;11;50;249;999
9;15;11;37;260;1036
9;16;24;91;284;1127
9;17;18;77;302;1204
9;18;23;90;325;1294
9;19;25;92;350;1386
9;20;17;74;367;1460
9;21;11;39;378;1499
9;22;8;27;386;1526
9;23;20;88;406;1614
9;24;36;153;442;1767
9;25;23;86;465;1853
9;26;19;75;484;1928
9;27;13;35;497;1963
9;28;27;100;524;2063
9;29;29;104;553;2167
9;30;25;91;578;2258
9;31;24;95;602;2353
9;32;16;55;618;2408
9;33;14;51;632;2459
9;34;30;116;662;2575
9;35;19;81;681;2656
9;36;38;139;719;2795
9;37;31;113;750;2908
9;38;28;101;778;3009
9;39;16;62;794;3071
9;40;43;152;837;3223
9;41;17;65;854;3288
9;42;23;104;877;3392
9;43;13;45;890;3437
9;44;15;64;905;3501
9;45;14;59;919;3560
9;46;16;65;935;3625
9;47;17;78;952;3703
9;48;16;59;968;3762
9;49;15;54;983;3816
9;50;16;62;999;3878
9;51;14;50;1013;3928
9;52;22;85;1035;4013
9;53;12;45;1047;4058
9;54;22;91;1069;4149
9;55;18;71;1087;4220
9;56;10;43;1097;4263
9;57;12;41;1109;4304
9;58;16;57;1125;4361
9;59;20;76;1145;4437
9;60;23;96;1168;4533
9;61;26;98;1194;4631
9;62;12;49;1206;4680
9;63;17;56;1223;4736
9;64;17;67;1240;4803
9;65;13;62;1253;4865
9;66;16;65;1269;4930
9;67;19;91;1288;5021
9;68;16;69;1304;5090
9;69;33;156;1337;5246
9;70;27;114;1364;5360
9;71;24;113;1388;5473
9;72;26;92;1414;5565
9;73;11;51;1425;5616
9;74;46;171;1471;5787
9;75;13;50;1484;5837
9;76;9;38;1493;5875
9;77;15;62;1508;5937
9;78;11;41;1519;5978
9;79;20;78;1539;6056
9;80;26;92;1565;6148
9;81;28;108;1593;6256
9;82;8;38;1601;6294
9;83;25;103;1626;6397
9;84;18;70;1644;6467
9;85;17;66;1661;6533
9;86;18;79;1679;6612
9;87;11;43;1690;6655
9;88;16;72;1706;6727
9;89;14;48;1720;6775
9;90;17;69;1737;6844
9;91;26;91;1763;6935
9;92;23;82;1786;7017
9;93;20;76;1806;7093
9;94;30;122;1836;7215
9;95;18;83;1854;7298
9;96;14;53;1868;7351
9;97;16;63;1884;7414
9;98;16;61;1900;7475
9;99;28;98;1928;7573
9;100;26;111;1954;7684
9;101;22;92;1976;7776
9;102;17;69;1993;7845
9;103;17;59;2010;7904
9;104;16;57;2026;7961
9;105;16;77;2042;8038
9;106;12;48;2054;8086
9;107;24;105;2078;8191
9;108;23;75;2101;8266
9;109;28;88;2129;8354
9;110;15;52;2144;8406
9;111;40;148;2184;8554
9;112;17;95;2201;8649
9;113;20;76;2221;8725
9;114;25;78;2246;8803
9;115;18;53;2264;8856
9;116;18;49;2282;8905
9;117;27;93;2309;8998
9;118;31;113;2340;9111
9;119;8;34;2348;9145
9;120;53;177;2401;9322
9;121;18;68;2419;9390
9;122;23;93;2442;9483
9;123;16;65;2458;9548
9;124;18;77;2476;9625
9;125;12;51;2488;9676
9;126;16;50;2504;9726
9;127;21;75;2525;9801
9;128;14;53;2539;9854
9;129;15;49;2554;9903
10;1;9;35;9;35
10;2;26;95;35;130
10;3;31;98;66;228
10;4;28;110;94;338
10;5;24;88;118;426
10;6;15;50;133;476
10;7;15;61;148;537
10;8;6;29;154;566
10;9;15;64;169;630
10;10;14;60;183;690
10;11;19;72;202;762
10;12;28;98;230;860
10;13;18;79;248;939
10;14;10;39;258;978
10;15;39;123;297;1101
10;16;18;62;315;1163
10;17;14;50;329;1213
10;18;30;110;359;1323
10;19;18;63;377;1386
10;20;16;60;393;1446
10;21;22;80;415;1526
10;22;41;145;456;1671
10;23;25;99;481;1770
10;24;44;179;525;1949
10;25;12;38;537;1987
10;26;17;67;554;2054
10;27;27;107;581;2161
10;28;18;83;599;2244
10;29;10;41;609;2285
10;30;16;61;625;2346
10;31;27;94;652;2440
10;32;12;44;664;2484
10;33;11;36;675;2520
10;34;17;56;692;2576
10;35;29;83;721;2659
10;36;17;51;738;2710
10;37;22;71;760;2781
10;38;16;60;776;2841
10;39;20;71;796;2912
10;40;12;41;808;2953
10;41;15;56;823;3009
10;42;11;43;834;3052
10;43;11;39;845;3091
10;44;10;37;855;3128
10;45;20;77;875;3205
10;46;15;55;890;3260
10;47;12;45;902;3305
10;48;7;28;909;3333
10;49;22;77;931;3410
10;50;12;49;943;3459
10;51;11;42;954;3501
10;52;13;49;967;3550
10;53;12;39;979;3589
10;54;21;75;1000;3664
10;55;17;53;1017;3717
10;56;5;16;1022;3733
10;57;14;57;1036;3790
10;58;11;40;1047;3830
10;59;20;71;1067;3901
10;60;19;66;1086;3967
10;61;43;132;1129;4099
10;62;10;32;1139;4131
10;63;4;19;1143;4150
10;64;16;53;1159;4203
10;65;10;35;1169;4238
10;66;26;77;1195;4315
10;67;16;52;1211;4367
10;68;26;87;1237;4454
10;69;9;29;1246;4483
10;70;13;50;1259;4533
10;71;34;123;1293;4656
10;72;16;55;1309;4711
10;73;17;78;1326;4789
10;74;23;88;1349;4877
10;75;14;67;1363;4944
10;76;10;37;1373;4981
10;77;11;47;1384;5028
10;78;16;72;1400;5100
10;79;6;23;1406;5123
10;80;10;38;1416;5161
10;81;17;57;1433;5218
10;82;7;29;1440;5247
10;83;22;80;1462;5327
10;84;12;49;1474;5376
10;85;10;45;1484;5421
10;86;5;23;1489;5444
10;87;16;75;1505;5519
10;88;31;114;1536;5633
10;89;11;44;1547;5677
10;90;30;110;1577;5787
10;91;7;27;1584;5814
10;92;14;56;1598;5870
10;93;25;93;1623;5963
10;94;22;75;1645;6038
10;95;10;39;1655;6077
10;96;8;26;1663;6103
10;97;8;29;1671;6132
10;98;21;85;1692;6217
10;99;15;55;1707;6272
10;100;14;47;1721;6319
10;101;15;51;1736;6370
10;102;15;56;1751;6426
10;103;11;40;1762;6466
10;104;26;86;1788;6552
10;105;9;34;1797;6586
10;106;16;50;1813;6636
10;107;24;75;1837;6711
10;108;22;76;1859;6787
10;109;11;36;1870;6823
11;1;14;50;14;50
11;2;9;31;23;81
11;3;25;89;48;170
11;4;8;25;56;195
11;5;19;75;75;270
11;6;17;58;92;328
11;7;32;113;124;441
11;8;22;85;146;526
11;9;11;45;157;571
11;10;13;52;170;623
11;11;10;45;180;668
11;12;27;87;207;755
11;13;18;68;225;823
11;14;16;61;241;884
11;15;14;51;255;935
11;16;16;59;271;994
11;17;39;137;310;1131
11;18;23;92;333;1223
11;19;11;44;344;1267
11;20;24;89;368;1356
11;21;9;39;377;1395
11;22;7;25;384;1420
11;23;14;64;398;1484
11;24;12;50;410;1534
11;25;9;32;419;1566
11;26;11;35;430;1601
11;27;29;102;459;1703
11;28;19;75;478;1778
11;29;22;88;500;1866
11;30;9;34;509;1900
11;31;31;106;540;2006
11;32;14;55;554;2061
11;33;10;34;564;2095
11;34;18;58;582;2153
11;35;12;45;594;2198
11;36;17;56;611;2254
11;37;11;47;622;2301
11;38;19;70;641;2371
11;39;10;35;651;2406
11;40;26;87;677;2493
11;41;12;43;689;2536
11;42;19;62;708;2598
11;43;23;76;731;2674
11;44;17;68;748;2742
11;45;15;50;763;2792
11;46;23;69;786;2861
11;47;19;56;805;2917
11;48;18;66;823;2983
11;49;19;69;842;3052
11;50;17;60;859;3112
11;51;13;46;872;3158
11;52;17;74;889;3232
11;53;15;58;904;3290
11;54;16;60;920;3350
11;55;7;25;927;3375
11;56;19;59;946;3434
11;57;21;73;967;3507
11;58;14;57;981;3564
11;59;12;48;993;3612
11;60;17;63;1010;3675
11;61;28;100;1038;3775
11;62;21;79;1059;3854
11;63;22;73;1081;3927
11;64;17;65;1098;3992
11;65;12;44;1110;4036
11;66;18;65;1128;4101
11;67;8;34;1136;4135
11;68;12;43;1148;4178
11;69;16;59;1164;4237
11;70;18;64;1182;4301
11;71;9;46;1191;4347
11;72;12;44;1203;4391
11;73;14;52;1217;4443
11;74;12;42;1229;4485
11;75;7;17;1236;4502
11;76;15;51;1251;4553
11;77;13;46;1264;4599
11;78;26;96;1290;4695
11;79;13;41;1303;4736
11;80;11;28;1314;4764
11;81;29;105;1343;4869
11;82;12;54;1355;4923
11;83;8;27;1363;4950
11;84;27;95;1390;5045
11;85;14;63;1404;5108
11;86;11;36;1415;5144
11;87;21;75;1436;5219
11;88;35;122;1471;5341
11;89;22;72;1493;5413
11;90;9;33;1502;5446
11;91;18;72;1520;5518
11;92;15;57;1535;5575
11;93;19;72;1554;5647
11;94;18;76;1572;5723
11;95;10;34;1582;5757
11;96;6;30;1588;5787
11;97;10;42;1598;5829
11;98;9;39;1607;5868
11;99;9;37;1616;5905
11;100;10;33;1626;5938
11;101;24;89;1650;6027
11;102;13;40;1663;6067
11;103;19;53;1682;6120
11;104;5;20;1687;6140
11;105;10;32;1697;6172
11;106;9;30;1706;6202
11;107;16;50;1722;6252
11;108;20;65;1742;6317
11;109;20;72;1762;6389
11;110;18;65;1780;6454
11;111;10;39;1790;6493
11;112;12;44;1802;6537
11;113;17;61;1819;6598
11;114;16;56;1835;6654
11;115;7;23;1842;6677
11;116;26;98;1868;6775
11;117;8;33;1876;6808
11;118;11;38;1887;6846
11;119;16;58;1903;6904
11;120;17;65;1920;6969
11;121;9;38;1929;7007
11;122;3;17;1932;7024
11;123;17;64;1949;7088
12;1;9;35;9;35
12;2;8;30;17;65
12;3;16;59;33;124
12;4;15;53;48;177
12;5;15;54;63;231
12;6;27;93;90;324
12;7;8;27;98;351
12;8;15;53;113;404
12;9;14;53;127;457
12;10;16;60;143;517
12;11;11;41;154;558
12;12;8;32;162;590
12;13;13;49;175;639
12;14;9;37;184;676
12;15;17;70;201;746
12;16;4;18;205;764
12;17;18;76;223;840
12;18;18;68;241;908
12;19;16;73;257;981
12;20;11;37;268;1018
12;21;33;124;301;1142
12;22;10;40;311;1182
12;23;25;78;336;1260
12;24;20;72;356;1332
12;25;23;81;379;1413
12;26;20;61;399;1474
12;27;10;33;409;1507
12;28;13;39;422;1546
12;29;10;38;432;1584
12;30;20;64;452;1648
12;31;33;126;485;1774
12;32;21;74;506;1848
12;33;17;58;523;1906
12;34;10;35;533;1941
12;35;11;35;544;1976
12;36;27;103;571;2079
12;37;27;102;598;2181
12;38;28;94;626;2275
12;39;10;38;636;2313
12;40;33;119;669;2432
12;41;19;72;688;2504
12;42;18;62;706;2566
12;43;25;92;731;2658
12;44;8;38;739;2696
12;45;11;46;750;2742
12;46;23;85;773;2827
12;47;14;54;787;2881
12;48;16;49;803;2930
12;49;12;32;815;2962
12;50;22;77;837;3039
12;51;31;100;868;3139
12;52;13;37;881;3176
12;53;16;48;897;3224
12;54;14;52;911;3276
12;55;8;27;919;3303
12;56;18;62;937;3365
12;57;7;33;944;3398
12;58;9;37;953;3435
12;59;17;62;970;3497
12;60;10;32;980;3529
12;61;7;28;987;3557
12;62;14;68;1001;3625
12;63;16;67;1017;3692
12;64;18;60;1035;3752
12;65;26;105;1061;3857
12;66;24;84;1085;3941
12;67;29;98;1114;4039
12;68;30;102;1144;4141
12;69;16;59;1160;4200
12;70;15;58;1175;4258
12;71;5;26;1180;4284
12;72;12;41;1192;4325
12;73;12;44;1204;4369
12;74;7;23;1211;4392
12;75;14;39;1225;4431
12;76;34;110;1259;4541
12;77;25;79;1284;4620
12;78;15;55;1299;4675
12;79;13;49;1312;4724
12;80;37;121;1349;4845
12;81;17;66;1366;4911
12;82;11;42;1377;4953
12;83;18;60;1395;5013
12;84;12;44;1407;5057
12;85;12;46;1419;5103
12;86;13;44;1432;5147
12;87;20;71;1452;5218
12;88;21;87;1473;5305
12;89;10;37;1483;5342
12;90;23;73;1506;5415
12;91;9;36;1515;5451
12;92;12;37;1527;5488
12;93;12;49;1539;5537
12;94;12;42;1551;5579
12;95;6;23;1557;5602
12;96;20;66;1577;5668
12;97;8;36;1585;5704
12;98;9;31;1594;5735
12;99;14;51;1608;5786
12;100;46;146;1654;5932
12;101;23;87;1677;6019
12;102;15;51;1692;6070
12;103;6;24;1698;6094
12;104;10;34;1708;6128
12;105;12;42;1720;6170
12;106;7;28;1727;6198
12;107;14;53;1741;6251
12;108;17;60;1758;6311
12;109;29;109;1787;6420
12;110;19;71;1806;6491
12;111;23;81;1829;6572
13;1;19;70;19;70
13;2;27;99;46;169
13;3;27;81;73;250
13;4;30;100;103;350
13;5;27;106;130;456
13;6;20;83;150;539
13;7;15;52;165;591
13;8;15;53;180;644
13;9;5;24;185;668
13;10;14;49;199;717
13;11;35;110;234;827
13;12;9;34;243;861
13;13;20;71;263;932
13;14;27;94;290;1026
13;15;13;49;303;1075
13;16;47;166;350;1241
13;17;44;156;394;1397
13;18;27;106;421;1503
13;19;16;54;437;1557
13;20;7;27;444;1584
13;21;13;46;457;1630
13;22;19;92;476;1722
13;23;16;67;492;1789
13;24;7;28;499;1817
13;25;23;82;522;1899
13;26;16;60;538;1959
13;27;19;57;557;2016
13;28;11;48;568;2064
13;29;8;37;576;2101
13;30;29;98;605;2199
13;31;51;170;656;2369
13;32;13;51;669;2420
13;33;39;129;708;2549
13;34;14;47;722;2596
13;35;20;77;742;2673
13;36;25;93;767;2766
13;37;21;69;788;2835
13;38;22;77;810;2912
13;39;8;28;818;2940
13;40;13;50;831;2990
13;41;16;61;847;3051
13;42;18;63;865;3114
13;43;15;55;880;3169
14;1;21;79;21;79
14;2;15;43;36;122
14;3;16;64;52;186
14;4;19;63;71;249
14;5;22;81;93;330
14;6;27;108;120;438
14;7;11;45;131;483
14;8;13;44;144;527
14;9;38;142;182;669
14;10;35;133;217;802
14;11;29;105;246;907
14;12;17;74;263;981
14;13;16;72;279;1053
14;14;11;40;290;1093
14;15;5;21;295;1114
14;16;7;23;302;1137
14;17;16;53;318;1190
14;18;23;78;341;1268
14;19;15;47;356;1315
14;20;6;16;362;1331
14;21;34;129;396;1460
14;22;44;171;440;1631
14;23;17;75;457;1706
14;24;15;53;472;1759
14;25;12;49;484;1808
14;26;13;45;497;1853
14;27;18;66;515;1919
14;28;13;46;528;1965
14;29;4;19;532;1984
14;30;12;49;544;2033
14;31;21;74;565;2107
14;32;27;93;592;2200
14;33;9;36;601;2236
14;34;15;60;616;2296
14;35;14;49;630;2345
14;36;15;52;645;2397
14;37;27;96;672;2493
14;38;18;53;690;2546
14;39;13;45;703;2591
14;40;9;33;712;2624
14;41;9;31;721;2655
14;42;13;53;734;2708
14;43;9;41;743;2749
14;44;26;99;769;2848
14;45;14;58;783;2906
14;46;12;49;795;2955
14;47;11;38;806;2993
14;48;12;41;818;3034
14;49;6;26;824;3060
14;50;6;29;830;3089
14;51;10;30;840;3119
14;52;14;58;854;3177
15;1;10;40;10;40
15;2;7;26;17;66
15;3;7;34;24;100
15;4;8;30;32;130
15;5;7;26;39;156
15;6;8;31;47;187
15;7;8;30;55;217
15;8;9;36;64;253
15;9;7;28;71;281
15;10;7;24;78;305
15;11;8;30;86;335
15;12;6;20;92;355
15;13;7;23;99;378
15;14;9;35;108;413
15;15;8;36;116;449
15;16;7;33;123;482
15;17;5;19;128;501
15;18;7;26;135;527
15;19;12;45;147;572
15;20;9;30;156;602
15;21;11;41;167;643
15;22;13;57;180;700
15;23;7;24;187;724
15;24;7;38;194;762
15;25;7;22;201;784
15;26;8;32;209;816
15;27;7;26;216;842
15;28;12;44;228;886
15;29;9;32;237;918
15;30;4;21;241;939
15;31;7;23;248;962
15;32;8;27;256;989
15;33;11;39;267;1028
15;34;5;18;272;1046
15;35;6;19;278;1065
15;36;6;21;284;1086
15;37;4;15;288;1101
15;38;4;15;292;1116
15;39;10;39;302;1155
15;40;4;18;306;1173
15;41;6;17;312;1190
15;42;11;35;323;1225
15;43;4;19;327;1244
15;44;9;29;336;1273
15;45;5;16;341;1289
15;46;3;16;344;1305
15;47;11;37;355;1342
15;48;8;27;363;1369
15;49;7;21;370;1390
15;50;5;18;375;1408
15;51;5;15;380;1423
15;52;9;36;389;1459
15;53;7;27;396;1486
15;54;8;32;404;1518
15;55;7;29;411;1547
15;56;8;27;419;1574
15;57;5;21;424;1595
15;58;6;25;430;1620
15;59;6;24;436;1644
15;60;6;26;442;1670
15;61;5;20;447;1690
15;62;4;16;451;1706
15;63;7;27;458;1733
15;64;4;21;462;1754
15;65;14;55;476;1809
15;66;10;37;486;1846
15;67;4;19;490;1865
15;68;6;22;496;1887
15;69;4;16;500;1903
15;70;5;21;505;1924
15;71;6;24;511;1948
15;72;5;22;516;1970
15;73;3;16;519;1986
15;74;8;38;527;2024
15;75;6;19;533;2043
15;76;3;13;536;2056
15;77;6;17;542;2073
15;78;5;21;547;2094
15;79;5;26;552;2120
15;80;5;22;557;2142
15;81;5;29;562;2171
15;82;6;27;568;2198
15;83;3;16;571;2214
15;84;6;23;577;2237
15;85;15;59;592;2296
15;86;5;16;597;2312
15;87;7;32;604;2344
15;88;16;57;620;2401
15;89;5;16;625;2417
15;90;4;19;629;2436
15;91;4;17;633;2453
15;92;3;18;636;2471
15;93;3;13;639;2484
15;94;6;24;645;2508
15;95;3;16;648;2524
15;96;8;31;656;2555
15;97;7;25;663;2580
15;98;6;22;669;2602
15;99;5;16;674;2618
16;1;13;56;13;56
16;2;18;64;31;120
16;3;8;31;39;151
16;4;8;27;47;178
16;5;8;38;55;216
16;6;7;27;62;243
16;7;14;56;76;299
16;8;9;41;85;340
16;9;10;40;95;380
16;10;13;42;108;422
16;11;18;60;126;482
16;12;17;61;143;543
16;13;15;44;158;587
16;14;21;93;179;680
16;15;12;44;191;724
16;16;4;20;195;744
16;17;7;25;202;769
16;18;10;36;212;805
16;19;6;23;218;828
16;20;10;34;228;862
16;21;8;26;236;888
16;22;12;53;248;941
16;23;13;42;261;983
16;24;9;36;270;1019
16;25;15;60;285;1079
16;26;21;76;306;1155
16;27;21;77;327;1232
16;28;19;75;346;1307
16;29;9;38;355;1345
16;30;21;80;376;1425
16;31;16;57;392;1482
16;32;12;55;404;1537
16;33;23;83;427;1620
16;34;10;41;437;1661
16;35;33;108;470;1769
16;36;28;107;498;1876
16;37;14;41;512;1917
16;38;18;66;530;1983
16;39;11;43;541;2026
16;40;10;35;551;2061
16;41;18;70;569;2131
16;42;5;22;574;2153
16;43;15;57;589;2210
16;44;12;55;601;2265
16;45;16;55;617;2320
16;46;7;25;624;2345
16;47;8;29;632;2374
16;48;18;58;650;2432
16;49;15;50;665;2482
16;50;8;29;673;2511
16;51;14;45;687;2556
16;52;12;40;699;2596
16;53;12;40;711;2636
16;54;10;35;721;2671
16;55;6;33;727;2704
16;56;12;53;739;2757
16;57;7;31;746;2788
16;58;9;35;755;2823
16;59;20;57;775;2880
16;60;12;49;787;2929
16;61;23;90;810;3019
16;62;17;66;827;3085
16;63;17;64;844;3149
16;64;14;55;858;3204
16;65;17;55;875;3259
16;66;17;63;892;3322
16;67;17;59;909;3381
16;68;13;47;922;3428
16;69;27;83;949;3511
16;70;20;64;969;3575
16;71;22;82;991;3657
16;72;23;88;1014;3745
16;73;16;53;1030;3798
16;74;10;39;1040;3837
16;75;28;95;1068;3932
16;76;30;95;1098;4027
16;77;20;62;1118;4089
16;78;15;70;1133;4159
16;79;20;58;1153;4217
16;80;25;112;1178;4329
16;81;28;99;1206;4428
16;82;6;25;1212;4453
16;83;7;35;1219;4488
16;84;14;46;1233;4534
16;85;11;40;1244;4574
16;86;19;87;1263;4661
16;87;10;39;1273;4700
16;88;13;53;1286;4753
16;89;24;94;1310;4847
16;90;17;68;1327;4915
16;91;20;80;1347;4995
16;92;32;118;1379;5113
16;93;18;62;1397;5175
16;94;19;77;1416;5252
16;95;15;53;1431;5305
16;96;15;58;1446;5363
16;97;18;70;1464;5433
16;98;8;34;1472;5467
16;99;10;38;1482;5505
16;100;9;36;1491;5541
16;101;17;64;1508;5605
16;102;13;51;1521;5656
16;103;16;61;1537;5717
16;104;12;40;1549;5757
16;105;11;45;1560;5802
16;106;24;87;1584;5889
16;107;14;51;1598;5940
16;108;11;54;1609;5994
16;109;7;25;1616;6019
16;110;18;63;1634;6082
16;111;16;48;1650;6130
16;112;25;98;1675;6228
16;113;9;43;1684;6271
16;114;13;52;1697;6323
16;115;22;72;1719;6395
16;116;22;87;1741;6482
16;117;5;18;1746;6500
16;118;15;63;1761;6563
16;119;20;68;1781;6631
16;120;12;37;1793;6668
16;121;8;32;1801;6700
16;122;9;36;1810;6736
16;123;13;41;1823;6777
16;124;17;62;1840;6839
16;125;22;80;1862;6919
16;126;12;51;1874;6970
16;127;14;45;1888;7015
16;128;8;26;1896;7041
17;1;25;97;25;97
17;2;13;51;38;148
17;3;9;30;47;178
17;4;14;50;61;228
17;5;17;71;78;299
17;6;12;52;90;351
17;7;23;105;113;456
17;8;11;46;124;502
17;9;16;60;140;562
17;10;9;38;149;600
17;11;8;37;157;637
17;12;23;102;180;739
17;13;13;54;193;793
17;14;7;26;200;819
17;15;21;76;221;895
17;16;14;62;235;957
17;17;13;50;248;1007
17;18;18;65;266;1072
17;19;12;51;278;1123
17;20;12;47;290;1170
17;21;11;48;301;1218
17;22;9;37;310;1255
17;23;27;101;337;1356
17;24;12;44;349;1400
17;25;13;49;362;1449
17;26;10;39;372;1488
17;27;10;40;382;1528
17;28;12;48;394;1576
17;29;13;53;407;1629
17;30;12;42;419;1671
17;31;13;56;432;1727
17;32;8;32;440;1759
17;33;22;81;462;1840
17;34;17;62;479;1902
17;35;12;49;491;1951
17;36;16;54;507;2005
17;37;13;44;520;2049
17;38;8;23;528;2072
17;39;19;65;547;2137
17;40;11;54;558;2191
17;41;10;41;568;2232
17;42;13;44;581;2276
17;43;6;28;587;2304
17;44;22;79;609;2383
17;45;12;53;621;2436
17;46;19;80;640;2516
17;47;19;71;659;2587
17;48;9;36;668;2623
17;49;9;44;677;2667
17;50;6;18;683;2685
17;51;25;88;708;2773
